Commodity,Year,Attribute,Value
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,51.76463265
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,50.56207157
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,48.58340219
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,47.70741403
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,45.80011213
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,46.02881309
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,44.77505276
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,43.54430753
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,42.33127801
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,40.99888977
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Retail weight-Lbs/year,40.05442935
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Retail weight-Lbs/year,40.21269287
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Retail weight-Lbs/year,39.52024451
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Loss from retail/ institutional to consumer level-Percent,11
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,0.48770646
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,0.733993533
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,1.02748439
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,1.835305805
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Consumer weight-Lbs/year,2.458676413
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Consumer weight-Lbs/year,4.342465493
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Consumer weight-Lbs/year,6.385807784
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Consumer weight-Lbs/year,8.541980979
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Consumer weight-Lbs/year,9.583017222
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Consumer weight-Lbs/year,13.12767618
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Consumer weight-Lbs/year,16.87058417
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Consumer weight-Lbs/year,20.32232448
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Consumer weight-Lbs/year,23.68887915
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Consumer weight-Lbs/year,27.76931274
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Consumer weight-Lbs/year,33.13137856
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Consumer weight-Lbs/year,40.20224342
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Consumer weight-Lbs/year,40.66750173
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Consumer weight-Lbs/year,42.46111983
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Consumer weight-Lbs/year,43.57642627
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Consumer weight-Lbs/year,42.89458741
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Consumer weight-Lbs/year,44.13813906
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Consumer weight-Lbs/year,44.7718595
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Consumer weight-Lbs/year,45.58077341
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Consumer weight-Lbs/year,47.77286856
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Consumer weight-Lbs/year,50.30431511
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Consumer weight-Lbs/year,51.96161244
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Consumer weight-Lbs/year,53.1356995
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Consumer weight-Lbs/year,55.7963934
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Consumer weight-Lbs/year,57.27691936
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Consumer weight-Lbs/year,58.61343802
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Consumer weight-Lbs/year,57.30206042
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Consumer weight-Lbs/year,56.7619722
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Consumer weight-Lbs/year,57.12241398
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Consumer weight-Lbs/year,55.56468228
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Consumer weight-Lbs/year,54.69437238
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Consumer weight-Lbs/year,54.13710593
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Consumer weight-Lbs/year,53.48612662
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Consumer weight-Lbs/year,51.37854186
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Consumer weight-Lbs/year,48.47616038
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Consumer weight-Lbs/year,46.07052305
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Consumer weight-Lbs/year,45.00024369
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Consumer weight-Lbs/year,43.23922795
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Consumer weight-Lbs/year,42.45959849
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Consumer weight-Lbs/year,40.7620998
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Consumer weight-Lbs/year,40.96564365
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Consumer weight-Lbs/year,39.84979695
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Consumer weight-Lbs/year,38.7544337
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Consumer weight-Lbs/year,37.67483743
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Consumer weight-Lbs/year,36.48901189
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Consumer weight-Lbs/year,35.64844213
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Consumer weight-Lbs/year,35.78929665
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Consumer weight-Lbs/year,35.17301761
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Loss at consumer level-Nonedible share-Percent,0
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Loss at consumer level-Edible weight-Lbs/year,0.48770646
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Loss at consumer level-Edible weight-Lbs/year,0.733993533
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Loss at consumer level-Edible weight-Lbs/year,1.02748439
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Loss at consumer level-Edible weight-Lbs/year,1.835305805
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Loss at consumer level-Edible weight-Lbs/year,2.458676413
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Loss at consumer level-Edible weight-Lbs/year,4.342465493
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Loss at consumer level-Edible weight-Lbs/year,6.385807784
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Loss at consumer level-Edible weight-Lbs/year,8.541980979
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Loss at consumer level-Edible weight-Lbs/year,9.583017222
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Loss at consumer level-Edible weight-Lbs/year,13.12767618
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Loss at consumer level-Edible weight-Lbs/year,16.87058417
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Loss at consumer level-Edible weight-Lbs/year,20.32232448
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Loss at consumer level-Edible weight-Lbs/year,23.68887915
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Loss at consumer level-Edible weight-Lbs/year,27.76931274
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Loss at consumer level-Edible weight-Lbs/year,33.13137856
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Loss at consumer level-Edible weight-Lbs/year,40.20224342
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Loss at consumer level-Edible weight-Lbs/year,40.66750173
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Loss at consumer level-Edible weight-Lbs/year,42.46111983
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Loss at consumer level-Edible weight-Lbs/year,43.57642627
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Loss at consumer level-Edible weight-Lbs/year,42.89458741
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Loss at consumer level-Edible weight-Lbs/year,44.13813906
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Loss at consumer level-Edible weight-Lbs/year,44.7718595
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Loss at consumer level-Edible weight-Lbs/year,45.58077341
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Loss at consumer level-Edible weight-Lbs/year,47.77286856
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Loss at consumer level-Edible weight-Lbs/year,50.30431511
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1995,Loss at consumer level-Edible weight-Lbs/year,51.96161244
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1996,Loss at consumer level-Edible weight-Lbs/year,53.1356995
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1997,Loss at consumer level-Edible weight-Lbs/year,55.7963934
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1998,Loss at consumer level-Edible weight-Lbs/year,57.27691936
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1999,Loss at consumer level-Edible weight-Lbs/year,58.61343802
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2000,Loss at consumer level-Edible weight-Lbs/year,57.30206042
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2001,Loss at consumer level-Edible weight-Lbs/year,56.7619722
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2002,Loss at consumer level-Edible weight-Lbs/year,57.12241398
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2003,Loss at consumer level-Edible weight-Lbs/year,55.56468228
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2004,Loss at consumer level-Edible weight-Lbs/year,54.69437238
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2005,Loss at consumer level-Edible weight-Lbs/year,54.13710593
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2006,Loss at consumer level-Edible weight-Lbs/year,53.48612662
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2007,Loss at consumer level-Edible weight-Lbs/year,51.37854186
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2008,Loss at consumer level-Edible weight-Lbs/year,48.47616038
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2009,Loss at consumer level-Edible weight-Lbs/year,46.07052305
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2010,Loss at consumer level-Edible weight-Lbs/year,45.00024369
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2011,Loss at consumer level-Edible weight-Lbs/year,43.23922795
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2012,Loss at consumer level-Edible weight-Lbs/year,42.45959849
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2013,Loss at consumer level-Edible weight-Lbs/year,40.7620998
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2014,Loss at consumer level-Edible weight-Lbs/year,40.96564365
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2015,Loss at consumer level-Edible weight-Lbs/year,39.84979695
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2016,Loss at consumer level-Edible weight-Lbs/year,38.7544337
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2017,Loss at consumer level-Edible weight-Lbs/year,37.67483743
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2018,Loss at consumer level-Edible weight-Lbs/year,36.48901189
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2019,Loss at consumer level-Edible weight-Lbs/year,35.64844213
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2020,Loss at consumer level-Edible weight-Lbs/year,35.78929665
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,2021,Loss at consumer level-Edible weight-Lbs/year,35.17301761
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1970,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1971,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1972,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1973,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1974,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1975,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1976,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1977,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1978,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1979,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1980,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1981,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1982,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1983,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1984,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1985,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1986,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1987,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1988,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1989,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1990,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1991,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1992,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1993,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
High-fructose corn syrup (HFCS): Per capita availability adjusted for loss,1994,Loss at consumer level-Other (cooking loss and uneaten food)-Percent,34
